account_id,gender,seniorcitizen,partner,dependents,months_with_provider,phone_service,extra_lines,internet_plan,addon_security,addon_backup,addon_device_protect,addon_techsupport,stream_tv,stream_movies,contract_type,paperless_billing,payment_method,monthly_fee,lifetime_spend,churned,customer_hash,marketing_opt_in
1485-YDHMM,Male,0,Yes,Yes,52.0,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),93.25,,0,1cd7a9ba4be4,1
4054-CUMIA,Female,0,Yes,Yes,18.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,nan,20.25,401.95,0,44ee5ec6ded7,0
0603-TPMIB,Female,0,Yes,Yes,59.0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,25.45,1534.05,0,32dbb0f19f38,0
2525-GVKQU,Female,0,No,No,60.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.6,,0,d417c97a05e6,0
8161-QYMTT,Male,0,No,No,7.0,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,94.1,701.3,0,f8ea6e46bd3f,0
9581-GVBXT,Male,0,Yes,Yes,59.0,No,No phone service,DSL,Yes,No,Yes,No,No,No,One year,No,Mailed check,34.8,1980.3,0,6520891e80d3,0
5862-BRIXZ,Male,0,No,No,46.0,No,No phone service,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),60.75,2893.4,0,aaccf155633f,1
5404-GGUKR,Male,0,No,No,5.0,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,51.35,262.3,0,ea87ad68ee33,1
3308-JSGML,Male,1,Yes,No,59.0,No,No phone service,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),232.58283253534196,3886.85,0,30b6038da824,0
2126-GSEGL,Female,0,Yes,No,70.0,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),84.8,5917.55,0,ccd848e2dfda,0
3677-TNKIO,Female,0,No,No,14.0,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),71.0,914.0,1,6d2c6870fa91,0
0440-QEXBZ,Female,0,No,No,44.0,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,50.15,2139.1,0,cfd3250878fa,0
2434-EEVDB,Female,0,Yes,No,64.0,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,No,Two year,Yes,Credit card (automatic),94.6,5948.7,0,6c5cee8768ed,0
6762-QVYJO,Female,0,Yes,Yes,58.0,No,No phone service,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,No,Mailed check,59.75,3624.35,0,946320cb2b24,0
6199-IWKGC,Female,1,Yes,No,46.0,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,One year,No,Electronic check,100.25,4753.85,0,42b067937c5f,0
2675-DHUTR,Male,1,Yes,No,58.0,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,98.9,5780.7,0,6c1d7fbb29bc,0
8152-VETUR,Female,0,Yes,No,72.0,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Two year,Yes,Credit card (automatic),97.7,,0,692670ea2ebb,0
9667-EQRXU,Female,1,No,No,30.0,No,No phone service,DSL,No,No,Yes,No,Yes,No,Month-to-month,Yes,nan,40.3,1172.95,1,e659edcc0755,0
7446-YPODE,Male,1,No,No,11.0,Yes,Yes,DSL,Yes,Yes,No,No,No,No,Month-to-month,No,Bank transfer (automatic),60.25,,0,d6de72bd638f,0
9522-BNTHX,Female,1,No,No,34.0,No,No phone service,DSL,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,56.25,1765.95,0,877b5bfcecd0,1
4676-WLUHT,Male,0,No,No,54.0,No,No phone service,DSL,Yes,Yes,No,No,No,Yes,Two year,No,Bank transfer (automatic),46.2,2431.95,0,54d3fb1a54fc,0
3329-WDIOK,Female,0,No,No,3.0,No,No phone service,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,50.6,155.35,1,c4a5969b501e,0
7980-MHFLQ,Female,0,Yes,Yes,72.0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,24.9,1859.2,0,fb19636cfd38,0
2873-ZLIWT,Female,0,Yes,Yes,40.0,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,84.85,,1,846616549b05,0
3415-TAILE,Female,0,Yes,Yes,2.0,Yes,No,DSL,No,No,No,No,Yes,Yes,Month-to-month,No,Mailed check,65.7,134.35,1,0de7fadf97b2,1
0757-WCUUZ,Male,0,Yes,Yes,54.0,Yes,Yes,DSL,No,No,Yes,No,No,Yes,Two year,No,Credit card (automatic),63.35,3409.1,0,4837dced5b5f,1
1629-DQQVB,Female,0,No,No,14.0,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),50.1,709.5,0,24f3944ac3f1,1
1915-IOFGU,Female,0,No,No,,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,70.5,70.5,1,1f05131542b0,1
3045-XETSH,Female,0,No,No,10.0,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,94.85,953.45,1,74a57c268b8b,1
0374-AACSZ,Female,0,No,No,1.0,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,No,Electronic check,50.15,50.15,0,cc9e07c1d0c2,1
7239-HZZCX,Male,0,No,No,1.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.75,19.75,1,add9e232bee8,0
4872-VXRIL,Male,0,No,No,56.0,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,One year,Yes,Bank transfer (automatic),64.65,3665.55,0,22aefbe7371a,1
9140-CZQZZ,Female,0,Yes,No,68.0,Yes,No,DSL,Yes,Yes,No,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),79.6,,0,550f6c8a7a3f,0
3423-HHXAO,Female,0,Yes,Yes,14.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,19.5,272.0,0,60f07c533a98,1
9938-TKDGL,Male,0,Yes,Yes,68.0,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,Yes,Two year,Yes,Electronic check,99.55,,0,85e3dc0282d7,0
0531-ZZJWQ,Male,1,Yes,No,55.0,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,74.0,4052.4,0,d10acfcb09b6,0
6537-QLGEX,Female,0,No,No,16.0,No,No phone service,DSL,Yes,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,38.9,664.4,0,ffde9d13a1d2,0
2688-BHGOG,Male,1,No,No,9.0,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,79.55,718.55,0,5481ceb2439e,1
7683-CBDKJ,Male,0,Yes,Yes,14.0,Yes,No,DSL,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,65.45,937.6,1,efb3641c9fda,0
0946-CLJTI,Male,1,Yes,No,58.0,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,98.7,5812.6,1,077a9c01f6dd,1
3160-TYXLT,Male,0,No,No,53.0,No,No phone service,DSL,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),46.3,2546.85,0,1b223c1a6435,0
1325-USMEC,Male,0,Yes,No,70.0,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No,Two year,Yes,Credit card (automatic),99.35,6944.5,0,558f729d98ae,0
0916-QOFDP,Female,1,Yes,Yes,14.0,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,95.8,1346.3,0,1fef7d16e4c5,1
0628-CNQRM,Male,0,Yes,Yes,22.0,Yes,No,DSL,Yes,No,Yes,Yes,Yes,No,One year,Yes,Bank transfer (automatic),67.5,1544.05,1,9ae5c6611c11,0
5606-AMZBO,Female,0,Yes,No,10.0,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),78.15,765.15,0,2529d8aeea1c,0
6199-IPCAO,Female,0,Yes,Yes,29.0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,26.1,692.55,0,c4224bf26d1f,1
7665-TOALD,Female,0,No,No,1.0,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.6,69.6,1,040c6684c6ca,0
0112-QWPNC,Male,0,Yes,No,49.0,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,One year,No,Electronic check,84.35,4059.35,1,af84bb75e41a,0
0324-BRPCJ,Female,1,Yes,No,68.0,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,100.2,6851.65,1,1cdb3f1148b4,0
2777-PHDEI,Female,0,No,No,1.0,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,78.05,78.05,1,ed30b24c35ea,0
5640-CAXOA,Female,0,No,No,30.0,No,No phone service,DSL,No,No,No,Yes,No,Yes,One year,Yes,Credit card (automatic),40.35,1187.05,0,9fc7a85f9b63,1
2235-EZAIK,Female,0,Yes,No,72.0,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,No,Credit card (automatic),79.2,5401.9,0,1c881c49532d,0
3847-BAERP,Female,0,No,No,10.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,20.9,247.0,0,104ebd3f1077,0
1196-AMORA,Male,0,No,No,7.0,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,73.6,,1,42559539961f,1
4282-YMKNA,Female,0,No,No,9.0,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,74.75,706.6,1,84b62b14abfb,1
1453-RZFON,Female,0,No,Yes,1.0,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,No,Mailed check,49.9,49.9,0,3bcabd9fa027,0
8263-OKETD,Female,0,No,No,20.0,Yes,Yes,DSL,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),68.9,1370.35,0,6da078fa2356,0
0670-KDOMA,Female,0,No,No,1.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,20.25,20.25,0,1c11229dfca9,0
2476-YGEFM,Female,0,No,No,29.0,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),76.0,2215.25,0,46d1dc034e7c,0
8687-BAFGU,Male,0,No,No,1.0,Yes,No,iFber optic,No,No,No,Yes,No,No,Month-to-month,No,Electronic check,74.0,74.0,0,91aade9e2992,0
0641-EVBOJ,Male,0,No,No,3.0,Yes,No,Fiber optic,Yes,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,82.3,214.4,0,8a6ab964ae78,0
0829-XXPLX,Female,0,No,No,20.0,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),89.4,1871.15,0,e4c4440753c8,1
9974-JFBHQ,Male,0,No,Yes,64.0,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),99.15,6171.2,0,33c461c5b6c6,0
5356-RHIPP,Male,0,No,No,1.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,20.2,20.2,1,eb779bb04681,0
6624-JDRDS,Female,0,No,No,6.0,No,No phone service,DSL,Yes,No,No,No,No,No,Month-to-month,No,nan,29.45,161.45,0,37791c48f654,0
0608-JDVEC,Male,0,Yes,No,50.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,19.8,,0,af83f0620f1e,1
9780-FKVVF,Male,0,No,No,,Yes,No,DSL,Yes,No,No,No,No,Yes,Month-to-month,Yes,nan,59.15,336.7,0,85d0bc540007,0
1919-RTPQD,Male,0,Yes,Yes,7.0,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,44.75,333.65,0,86b5caeb28a0,1
5214-NLTIT,Male,0,Yes,Yes,72.0,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Two year,Yes,Credit card (automatic),90.8,6511.8,0,002e3276f1d3,0
3345-PBBFH,Male,0,Yes,No,8.0,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),49.55,393.45,0,47f35aa52ce9,0
5055-BRMNE,Female,0,Yes,Yes,67.0,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,Yes,Two year,No,Credit card (automatic),106.7,7009.5,0,d4dcee51baaa,1
9189-JWSHV,Female,1,Yes,No,24.0,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,93.55,2264.05,1,0a70d034c165,0
2190-PHBHR,Female,0,Yes,No,72.0,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,Two year,Yes,Credit card (automatic),94.45,6921.7,0,6d5566f4161c,0
2650-GYRYL,Male,0,Yes,Yes,33.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),19.45,,0,edc6b6d32f54,0
0746-JTRFU,Male,0,No,No,2.0,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Yes,nan,25.05,56.35,1,a5b6c1b56e71,1
5208-FVQKB,Male,0,Yes,No,70.0,Yes,No,DSL,Yes,Yes,No,Yes,No,Yes,Two year,No,Mailed check,67.95,4664.15,0,7373a37fabce,0
7184-LRUUR,Female,0,No,No,22.0,Yes,No,DSL,No,Yes,Yes,No,Yes,No,One year,No,Bank transfer (automatic),65.25,1441.8,0,ed59d8283bdb,0
6627-CFOSN,Female,0,No,No,59.0,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,Yes,Month-to-month,Yes,nan,99.45,5623.7,0,89873a52c888,0
3982-JGSFD,Male,0,No,No,36.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),20.35,695.85,0,18880c9c85d5,1
1574-DYCWE,Female,0,Yes,Yes,51.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.95,1028.75,0,7021645cacd3,1
7247-XOZPB,Male,0,Yes,No,53.0,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,No,One year,No,Bank transfer (automatic),35.04644031629652,4155.95,0,9d468c273b35,1
2466-FCCPT,Female,0,Yes,Yes,20.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),19.7,395.6,0,51a47bce2a5c,0
6211-WWLTF,Male,0,Yes,No,63.0,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,Yes,Two year,No,Credit card (automatic),99.7,6330.4,0,60dc5d6647f0,0
4826-TZEVA,Female,0,No,No,40.0,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Credit card (automatic),74.8,2971.7,0,92104bbc21fe,1
6016-NXBNJ,Male,0,No,No,35.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,19.15,638.0,0,bdc97fae33af,0
9138-EFSMO,Male,0,Yes,Yes,26.0,Yes,No,Fiber optic,No,No,No,No,No,Yes,One year,No,Bank transfer (automatic),78.95,2034.25,0,970233ba6f67,0
0576-WNXXC,Male,1,Yes,No,27.0,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,95.55,2510.2,1,8934bd61d969,1
4632-XJMEX,Male,0,No,Yes,,Yes,No,DSL,Yes,Yes,No,Yes,No,No,One year,No,Credit card (automatic),62.85,,0,d05f4f471b3d,1
8910-LEDAG,Male,1,Yes,No,34.0,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),71.55,2427.35,0,21715b881a19,1
3452-GWUIN,Female,1,Yes,No,19.0,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,94.95,1760.25,0,cb52d373068c,0
2716-GFZOR,Male,0,Yes,No,43.0,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),86.1,3551.65,0,bdd65974077f,0
3724-UCSHY,Male,0,Yes,Yes,6.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.55,122.9,0,d41c70c52acc,0
8626-XHBIE,Male,0,No,Yes,56.0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,24.8,1424.2,0,497d3d598535,1
4628-CTTLA,Male,0,No,No,57.0,No,No phone service,DSL,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,39.3,2111.45,1,999a065662f0,1
3192-LNKRK,Male,0,Yes,Yes,34.0,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,nan,84.05,2909.95,0,97bdac4f1a23,0
4439-YRNVD,Female,0,No,No,10.0,No,No phone service,DSL,No,Yes,No,Yes,No,No,Month-to-month,No,Electronic check,36.25,374.0,0,daad4a376910,0
2876-VBBBL,Female,0,No,No,1.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,20.25,20.25,1,0492f64e2361,1
6834-NXDCA,Female,0,No,No,13.0,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Yes,nan,23.9,300.8,1,ac5d08b6f6ea,0
2208-UGTGR,Male,0,No,No,56.0,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,No,Electronic check,98.6,5581.05,0,3d03ce6abbe1,0
3005-TYFRD,Female,0,Yes,No,55.0,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),103.65,5676.65,0,3e88653614f2,1
8670-MEFCP,Female,0,Yes,Yes,36.0,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),92.9,3379.25,0,b0b4b7ca8bf9,0
3079-BCHLN,Male,0,Yes,No,47.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),19.9,,0,21869a2bf5ee,1
7777-UNYHB,Female,0,Yes,Yes,12.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),20.1,232.4,0,6ced6a96ae0e,1
5597-GLBUC,Female,0,No,No,1.0,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,85.45,85.45,1,5d1e7e6b9338,1
7278-CKDNC,Male,1,No,No,24.0,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,80.5,2088.45,0,79cc07288f67,0
2748-MYRVK,Female,0,No,No,63.0,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,One year,No,Bank transfer (automatic),99.9,6137.0,1,820b45f3ea4f,0
8450-UYIBU,Female,1,No,No,35.0,No,No phone service,DSL,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,39.85,1434.6,0,9575d70bc6e6,0
2969-VAPYH,Female,0,No,No,67.0,Yes,No,DSL,Yes,Yes,No,Yes,No,No,One year,No,nan,60.5,3870.0,0,4b2fa5199c43,1
4822-YCXMX,Male,0,No,No,25.0,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,84.8,2043.45,1,6de50180b06c,0
7181-OQCUT,Male,0,No,No,21.0,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,No,Mailed check,103.85,2215.0,0,7a5c6cf63eae,0
8474-UMLNT,Female,0,No,No,13.0,Yes,No,DSL,Yes,Yes,No,Yes,No,Yes,Month-to-month,No,nan,67.8,842.25,0,651cdd477105,1
9821-POOTN,Male,0,Yes,No,35.0,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,75.2,2576.2,1,8fdbfc8ee34f,0
3836-FZSDJ,Male,1,Yes,No,71.0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),24.85,,0,086bf535b5a5,1
9142-XMYJH,Female,0,No,No,,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),19.35,601.6,0,b1549abec0a0,0
6559-ILWKJ,Male,0,Yes,No,71.0,No,No phone service,DSL,No,Yes,No,No,Yes,Yes,Two year,No,Electronic check,49.35,3515.25,1,695bc98fa3a7,0
0187-QSXOE,Male,1,Yes,No,7.0,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,89.0,605.45,0,0ec9a95e85a2,0
7733-UDMTP,Female,1,No,No,57.0,No,No phone service,DSL,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,nan,55.0,,0,521d6da33719,0
2649-HWLYB,Male,0,Yes,No,65.0,Yes,Yes,DSL,Yes,No,Yes,Yes,No,Yes,Two year,No,Bank transfer (automatic),76.15,4929.55,0,728de61d8c04,0
5214-CHIWJ,Male,0,No,No,27.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.3,595.05,0,4bab64342daa,0
4229-CZMLL,Male,0,No,No,6.0,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,74.9,469.8,1,eb552bdb7574,0
6904-JLBGY,Female,1,No,No,72.0,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),117.35,8436.25,0,263be30d44dd,0
2465-BLLEU,Male,0,No,No,1.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,19.75,19.75,0,92bb788a8f00,0
1685-VAYJF,Male,0,No,No,11.0,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),45.2,492.0,0,227138ec30bc,1
8874-EJNSR,Male,0,Yes,Yes,39.0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,25.2,987.95,0,e60f466f588f,0
6917-YACBP,Female,1,No,No,59.0,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,89.75,5496.9,0,fa15acc7a4a7,1
5049-MUBWG,Male,0,No,No,26.0,Yes,No,DSL,Yes,No,No,Yes,Yes,Yes,One year,No,nan,75.0,1908.35,0,addbc22d86a1,1
4223-WOZCM,Male,1,No,No,2.0,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,No,Mailed check,49.95,107.1,0,22910ab4b165,1
0769-MURVM,Female,0,Yes,Yes,,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),65.7,4575.35,0,5d1a473b015e,0
9253-VIFJQ,Male,0,Yes,No,65.0,Yes,Yes,DSL,Yes,Yes,Yes,No,No,No,One year,No,Credit card (automatic),67.05,4309.55,0,027085a022bb,1
7030-FZTFM,Male,0,Yes,Yes,72.0,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),110.9,7922.75,0,16b01a9b7e22,0
9741-YLNTD,Male,0,No,No,6.0,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),87.95,522.35,0,ad0bf9d4c743,0
5917-RYRMG,Male,1,No,No,32.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),19.8,587.7,0,dbcb43a4aeb7,0
5120-ZBLAI,Female,0,Yes,No,50.0,Yes,Yes,DSL,No,No,Yes,No,Yes,Yes,One year,No,Bank transfer (automatic),75.7,3876.2,0,e87f532a8c25,1
1194-BHJYC,Male,0,Yes,No,61.0,No,No phone service,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Mailed check,62.15,3778.85,0,14fe71f216fc,1
3663-MITLP,Female,0,No,No,15.0,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,nan,101.25,1457.25,1,5704a6f7db8d,0
0906-QVPMS,Male,0,Yes,No,72.0,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),115.15,8349.45,0,d54b0b6c2980,0
9025-ZRPVR,Male,0,No,No,9.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,18.95,185.6,1,8a6959341123,0
1905-OEILC,Female,0,No,No,1.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.5,19.5,0,b352635184af,0
7858-GTZSP,Female,0,No,No,12.0,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,86.55,1066.9,0,78d52ba76088,0
3285-UCQVC,Female,0,No,No,37.0,No,No phone service,DSL,No,No,No,Yes,No,No,Month-to-month,No,Credit card (automatic),28.6,973.55,1,8429921703a4,0
6248-BSHKG,Male,0,Yes,Yes,61.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.4,1226.45,0,7a2346817ad8,1
4685-TFLLS,Male,0,Yes,Yes,18.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),19.8,342.3,0,adb89fc37b86,0
3470-BTGQO,Male,0,No,Yes,21.0,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,45.65,985.05,0,96abefbcc5e8,0
1209-VFFOC,Male,0,Yes,Yes,68.0,No,No phone service,DSL,Yes,Yes,Yes,Yes,No,Yes,Two year,Yes,Mailed check,56.4,3948.45,0,d3499633b01e,0
8224-DWCKX,Male,1,No,No,12.0,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),73.3,828.05,0,f12593f7834b,1
5482-PLVPE,Female,1,No,No,2.0,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,24.35,41.85,1,a37263f47a03,1
4553-DVPZG,Female,0,Yes,No,62.0,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,101.35,6164.7,0,fb36d343a886,1
4902-OHLSK,Female,1,No,No,,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,No,Electronic check,98.65,2862.75,1,58cdc076e634,0
6917-IAYHD,Male,0,No,Yes,1.0,No,No phone service,DSL,No,Yes,No,Yes,No,No,Month-to-month,No,Mailed check,33.6,33.6,0,3749399ae107,0
0495-ZBNGW,Male,1,Yes,No,5.0,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),79.9,343.95,1,8c379a892781,0
